transaction_id,created_at,user_id,device_id,ip_id,merchant_id,country,card_country,channel,psp_name,payment_method,amount,bin_risk,ip_risk_level,user_age_days,email_risk,is_3ds,retry_count,auth_status,decline_code,is_psp_outage_window,fraud_label
56769,2024-02-09 10:08:00,15412,790,34582,1704,US,US,App,Checkout,VISA,70.53,0.0836,0.0106,57,0,1,0,Approved,,0,0
56770,2024-02-09 10:09:00,16760,13218,42033,1688,IN,IN,Web,Stripe,UPI,18.89,0.047,0.0281,49,0,0,0,Approved,,0,0
56771,2024-02-09 10:10:00,20366,3731,16251,222,BR,BR,App,Stripe,PIX,71.18,0.2612,0.0448,100,0,0,0,Approved,,0,0
56772,2024-02-09 10:11:00,29960,8279,43239,272,ID,ID,App,Stripe,MASTERCARD,50.04,0.0203,0.0112,69,0,0,1,Approved,,0,1
56773,2024-02-09 10:12:00,21587,16250,14432,220,PH,PH,Web,Checkout,MASTERCARD,106.54,0.0121,0.2109,70,0,0,0,Declined,51,0,0
56774,2024-02-09 10:13:00,21494,12256,18903,1375,DE,DE,App,Stripe,VISA,102.94,0.2492,0.2472,212,0,1,0,Approved,,0,0
56775,2024-02-09 10:14:00,1967,10433,15576,1382,BR,BR,App,Stripe,PIX,92.52,0.2582,0.1688,14,0,0,0,Approved,,0,0
56776,2024-02-09 10:15:00,26372,10521,1358,1179,BR,IN,Web,Adyen,PIX,72.82,0.1111,0.268,28,0,0,0,Declined,12,0,0
56777,2024-02-09 10:16:00,25073,8182,8870,110,IN,IN,Web,Stripe,MASTERCARD,39.67,0.1717,0.0747,216,0,0,0,Approved,,0,0
56778,2024-02-09 10:17:00,14281,17766,34699,769,ID,ID,App,Stripe,VISA,171.36,0.296,0.0408,157,0,0,1,Approved,,0,0
56779,2024-02-09 10:18:00,21251,2950,44818,650,US,US,App,Stripe,MASTERCARD,11.95,0.184,0.3983,109,0,0,0,Declined,59,0,0
56780,2024-02-09 10:19:00,19227,5540,16329,1342,IN,IN,Web,Checkout,VISA,197.13,0.934,0.0552,49,0,0,1,Approved,,0,0
56781,2024-02-09 10:20:00,6615,12790,40757,1186,TH,TH,App,Stripe,MASTERCARD,210.61,0.9172,0.0785,8,0,0,2,Declined,12,0,0
56782,2024-02-09 10:21:00,17005,425,36687,757,PH,PH,App,Adyen,MASTERCARD,22.63,0.1185,0.0658,157,0,0,0,Declined,05,0,0
56783,2024-02-09 10:22:00,6994,12745,22283,616,BR,IN,App,Adyen,PIX,52.7,0.1858,0.1374,6,0,0,0,Declined,62,0,0
56784,2024-02-09 10:23:00,2492,12913,31229,1190,MX,MX,App,Checkout,VISA,82.05,0.1268,0.0996,16,0,0,0,Approved,,0,0
56785,2024-02-09 10:24:00,27303,5364,35511,248,ID,ID,App,Adyen,PayPal,94.55,0.025,0.0329,215,0,0,0,Approved,,0,0
56786,2024-02-09 10:25:00,25374,13154,17916,1499,BR,BR,Web,Checkout,VISA,14.64,0.0786,0.3299,62,0,0,0,Declined,51,0,0
56787,2024-02-09 10:26:00,26535,13289,31111,201,SG,SG,App,Stripe,PayPal,2.12,0.0439,0.1284,48,0,0,1,Approved,,0,0
56788,2024-02-09 10:27:00,22782,16081,19927,93,US,US,App,Stripe,VISA,20.15,0.0668,0.1831,8,0,0,1,Approved,,0,1
56789,2024-02-09 10:28:00,24222,2902,7154,746,US,IN,Web,Adyen,VISA,64.78,0.0975,0.0842,198,1,0,0,Approved,,0,1
56790,2024-02-09 10:29:00,27086,334,3061,490,MX,MX,App,Stripe,VISA,79.85,0.242,0.0349,19,0,0,1,Approved,,0,1
56791,2024-02-09 10:30:00,23474,15349,13811,710,BR,BR,App,Checkout,MASTERCARD,129.26,0.1638,0.017,52,0,0,1,Declined,51,0,0
56792,2024-02-09 10:31:00,2568,1742,3147,344,US,ID,App,Stripe,MASTERCARD,126.78,0.0862,0.0469,23,0,0,0,Approved,,0,0
56793,2024-02-09 10:32:00,19842,16904,9027,1558,US,US,App,Stripe,VISA,27.97,0.1642,0.0039,59,0,0,1,Approved,,0,0
56794,2024-02-09 10:33:00,4930,4788,14899,25,IN,IN,App,Adyen,MASTERCARD,33.09,0.0763,0.0616,176,0,0,0,Approved,,0,0
56795,2024-02-09 10:34:00,29472,17903,6661,438,MX,ID,App,Stripe,MASTERCARD,138.3,0.0993,0.1457,110,1,0,0,Declined,201,0,0
56796,2024-02-09 10:35:00,11772,12530,22640,1959,ID,ID,Web,Stripe,VISA,34.57,0.0916,0.0647,8,0,0,0,Approved,,0,0
56797,2024-02-09 10:36:00,13738,6362,33137,1191,US,US,App,Adyen,MASTERCARD,94.6,0.3328,0.0669,123,0,0,2,Approved,,0,0
56798,2024-02-09 10:37:00,13134,6211,34593,1524,US,US,App,Stripe,VISA,67.08,0.1961,0.0592,37,0,0,1,Approved,,0,0
56799,2024-02-09 10:38:00,28925,3740,25721,1332,ID,ID,App,Stripe,MASTERCARD,105.98,0.1292,0.0947,97,0,0,0,Declined,14,0,0
56800,2024-02-09 10:39:00,12612,6362,16814,757,US,US,Web,Stripe,VISA,63.21,0.2894,0.0703,2,0,1,0,Approved,,0,0
56801,2024-02-09 10:40:00,17574,16389,20287,1815,SG,SG,App,Checkout,VISA,99.16,0.2623,0.4182,8,0,0,0,Approved,,0,0
56802,2024-02-09 10:41:00,19772,4455,39407,201,DE,DE,App,Stripe,VISA,149.72,0.1268,0.0573,183,0,0,1,Approved,,0,1
56803,2024-02-09 10:42:00,2763,11960,41678,1909,TH,TH,App,Stripe,MASTERCARD,104.12,0.1926,0.1097,70,0,0,1,Approved,,0,0
56804,2024-02-09 10:43:00,23488,15993,14227,114,ID,ID,Web,Stripe,VISA,41.56,0.1391,0.0317,31,0,0,1,Approved,,0,1
56805,2024-02-09 10:44:00,22732,9922,35423,1325,MX,MX,App,Adyen,VISA,95.39,0.487,0.2532,12,0,0,0,Declined,59,0,0
56806,2024-02-09 10:45:00,16540,4896,34425,1976,PH,BR,App,Adyen,MASTERCARD,317.6,0.073,0.0764,118,0,1,0,Declined,51,0,0
56807,2024-02-09 10:46:00,21280,10477,39684,385,DE,DE,App,Adyen,MASTERCARD,142.15,0.7241,0.1087,16,0,0,0,Approved,,0,0
56808,2024-02-09 10:47:00,24873,5849,5050,480,DE,DE,Web,Adyen,MASTERCARD,42.41,0.1612,0.1597,7,0,0,0,Declined,59,0,0
56809,2024-02-09 10:48:00,4153,10689,40879,650,PH,PH,Web,Stripe,MASTERCARD,26.06,0.3358,0.2028,87,0,0,1,Approved,,0,0
56810,2024-02-09 10:49:00,29127,15233,35322,1857,ID,ID,App,Stripe,VISA,29.02,0.0863,0.1116,22,0,0,1,Approved,,0,0
56811,2024-02-09 10:50:00,29120,9692,31489,1193,IN,IN,App,Checkout,UPI,121.52,0.1666,0.0192,84,0,0,0,Approved,,0,0
56812,2024-02-09 10:51:00,14782,1697,27909,1918,US,US,Web,Checkout,MASTERCARD,173.28,0.042,0.2095,219,0,0,2,Declined,96,0,0
56813,2024-02-09 10:52:00,17286,13765,37093,795,BR,DE,Web,Adyen,PIX,96.81,0.3615,0.0161,49,0,0,0,Declined,59,0,0
56814,2024-02-09 10:53:00,21087,4932,551,983,IN,IN,App,Checkout,VISA,94.06,0.1399,0.0268,359,0,1,0,Approved,,0,0
56815,2024-02-09 10:54:00,11888,4864,40786,560,BR,BR,App,Checkout,VISA,92.4,0.1069,0.2511,25,0,0,1,Approved,,0,0
56816,2024-02-09 10:55:00,383,627,39729,460,US,SG,Web,Checkout,MASTERCARD,81.17,0.033,0.0917,69,0,1,0,Approved,,0,0
56817,2024-02-09 10:56:00,14424,520,9654,454,SG,SG,App,Stripe,MASTERCARD,56.36,0.1154,0.173,7,0,0,1,Approved,,0,0
56818,2024-02-09 10:57:00,11513,17596,40944,18,BR,BR,Web,Checkout,VISA,81.0,0.0784,0.211,135,0,0,1,Approved,,0,0
56819,2024-02-09 10:58:00,20494,10334,33382,1915,PH,PH,Web,Adyen,PayPal,271.55,0.1564,0.3442,63,0,0,0,Declined,59,0,0
56820,2024-02-09 10:59:00,1162,12794,31746,612,TH,TH,App,Stripe,MASTERCARD,55.4,0.1787,0.126,10,0,0,1,Approved,,0,0
56821,2024-02-09 11:00:00,11018,1558,23196,1374,BR,BR,Web,Stripe,PIX,82.01,0.04,0.12,187,0,0,0,Declined,14,0,0
56822,2024-02-09 11:01:00,20554,17178,19238,774,US,US,App,Stripe,VISA,62.52,0.052,0.0055,58,0,0,0,Approved,,0,1
56823,2024-02-09 11:02:00,13604,4137,43931,1740,TH,TH,App,Stripe,PayPal,140.18,0.1253,0.0647,47,0,0,0,Approved,,0,0
56824,2024-02-09 11:03:00,5673,16579,766,648,TH,TH,Web,Stripe,VISA,79.83,0.5195,0.1271,72,0,0,0,Approved,,0,0
56825,2024-02-09 11:04:00,7234,12783,20656,108,US,US,App,Checkout,VISA,87.28,0.089,0.1883,55,1,0,0,Approved,,0,0
56826,2024-02-09 11:05:00,6396,12264,39108,416,BR,BR,Web,Checkout,PIX,110.3,0.0643,0.0805,23,0,0,1,Declined,51,0,0
56827,2024-02-09 11:06:00,1294,5976,21961,527,IN,IN,Web,Checkout,UPI,177.19,0.0873,0.1157,82,0,0,0,Approved,,0,0
56828,2024-02-09 11:07:00,2301,13137,26160,1968,ID,ID,App,Stripe,MASTERCARD,75.19,0.0876,0.2059,114,0,0,0,Approved,,0,0
56829,2024-02-09 11:08:00,7163,15168,8607,102,IN,IN,Web,Adyen,VISA,89.0,0.1113,0.0242,69,0,0,0,Declined,59,0,1
56830,2024-02-09 11:09:00,20161,5091,39315,493,SG,SG,App,Checkout,MASTERCARD,3.15,0.1034,0.2525,67,0,0,0,Approved,,0,1
56831,2024-02-09 11:10:00,2331,3694,12098,1620,IN,IN,Web,Stripe,UPI,81.17,0.1481,0.0436,21,0,0,1,Approved,,0,0
56832,2024-02-09 11:11:00,28799,10089,5743,1976,US,US,App,Checkout,MASTERCARD,101.95,0.7932,0.1969,3,0,0,1,Declined,51,0,0
56833,2024-02-09 11:12:00,19988,11194,17109,1261,PH,TH,Web,Checkout,VISA,145.6,0.2923,0.1501,109,0,1,1,Declined,59,0,0
56834,2024-02-09 11:13:00,9014,1391,14189,1202,MX,MX,Web,Stripe,MASTERCARD,102.64,0.2638,0.0322,4,0,0,0,Approved,,0,0
56835,2024-02-09 11:14:00,17669,12809,35388,984,US,US,App,Stripe,PayPal,113.48,0.0639,0.095,51,0,0,1,Approved,,0,0
56836,2024-02-09 11:15:00,6476,15788,38851,1612,SG,SG,App,Stripe,VISA,83.23,0.172,0.0986,181,0,0,1,Approved,,0,0
56837,2024-02-09 11:16:00,2989,3823,22117,1021,SG,SG,App,Checkout,MASTERCARD,76.34,0.2441,0.0584,89,0,0,0,Approved,,0,0
56838,2024-02-09 11:17:00,9340,4317,5450,779,US,US,App,Checkout,MASTERCARD,26.92,0.0533,0.0201,43,0,0,0,Approved,,0,0
56839,2024-02-09 11:18:00,2653,279,6325,1928,MX,MX,App,Stripe,MASTERCARD,178.44,0.2846,0.1001,32,0,0,0,Approved,,0,0
56840,2024-02-09 11:19:00,17033,2402,30801,1695,SG,SG,App,Checkout,VISA,133.6,0.7158,0.0434,29,0,1,1,Approved,,0,0
56841,2024-02-09 11:20:00,13008,8562,14844,1576,DE,DE,App,Stripe,VISA,96.42,0.0912,0.1045,236,0,0,0,Approved,,0,0
56842,2024-02-09 11:21:00,10064,1860,1570,1588,MX,MX,Web,Checkout,VISA,150.33,0.0058,0.0311,18,0,0,0,Approved,,0,1
56843,2024-02-09 11:22:00,13142,4735,9076,1501,SG,SG,App,Checkout,MASTERCARD,36.59,0.042,0.0337,23,0,0,1,Approved,,0,0
56844,2024-02-09 11:23:00,29456,4649,16815,398,BR,BR,Web,Adyen,PIX,28.19,0.0634,0.3143,64,1,0,0,Approved,,0,0
56845,2024-02-09 11:24:00,25267,11436,21384,1011,DE,DE,App,Checkout,MASTERCARD,43.79,0.1292,0.0595,59,0,0,0,Approved,,0,0
56846,2024-02-09 11:25:00,22598,11305,31208,1543,TH,TH,Web,Adyen,VISA,52.49,0.2723,0.0789,119,0,1,2,Approved,,0,0
56847,2024-02-09 11:26:00,13974,3428,8375,203,MX,MX,Web,Checkout,VISA,60.04,0.194,0.1468,158,0,1,1,Approved,,0,0
56848,2024-02-09 11:27:00,11679,10089,13071,38,IN,IN,Web,Adyen,VISA,3.83,0.0448,0.1448,53,0,1,0,Declined,12,0,0
56849,2024-02-09 11:28:00,13194,5554,6988,1736,IN,IN,App,Stripe,UPI,44.97,0.1314,0.3848,59,0,0,2,Approved,,0,0
56850,2024-02-09 11:29:00,20325,7761,490,1235,TH,TH,App,Stripe,PayPal,99.88,0.1387,0.048,20,0,0,3,Approved,,0,0
56851,2024-02-09 11:30:00,17719,13682,36718,191,BR,BR,Web,Stripe,PIX,118.61,0.1906,0.0954,19,0,0,1,Declined,12,0,0
56852,2024-02-09 11:31:00,16973,385,3659,537,IN,IN,App,Stripe,UPI,106.08,0.2945,0.1867,84,0,0,1,Approved,,0,0
56853,2024-02-09 11:32:00,12583,11897,19615,1429,US,MX,Web,Checkout,MASTERCARD,25.85,0.0717,0.0058,99,1,0,0,Approved,,0,0
56854,2024-02-09 11:33:00,15597,8886,29500,1087,DE,DE,Web,Stripe,VISA,146.56,0.3618,0.3182,10,0,1,1,Approved,,0,0
56855,2024-02-09 11:34:00,23157,8098,38701,1837,US,US,App,Stripe,VISA,76.88,0.9366,0.4142,50,0,1,2,Approved,,0,1
56856,2024-02-09 11:35:00,3409,10785,34330,602,US,US,Web,Checkout,MASTERCARD,91.78,0.0885,0.0547,19,1,0,0,Declined,62,0,0
56857,2024-02-09 11:36:00,28811,7210,37523,1273,ID,ID,Web,Adyen,PayPal,160.07,0.4508,0.0154,89,0,0,0,Approved,,0,0
56858,2024-02-09 11:37:00,14007,10459,16242,530,DE,BR,App,Stripe,PayPal,185.27,0.2235,0.2685,34,0,0,1,Approved,,0,0
56859,2024-02-09 11:38:00,12864,4753,34648,1097,BR,BR,App,Stripe,VISA,126.31,0.2607,0.1925,36,0,1,0,Declined,51,0,0
56860,2024-02-09 11:39:00,26286,297,30846,1331,TH,TH,App,Adyen,VISA,121.45,0.1909,0.0181,158,1,1,0,Approved,,0,1
56861,2024-02-09 11:40:00,25194,14008,11485,522,PH,PH,App,Checkout,MASTERCARD,294.77,0.2626,0.0844,15,0,0,2,Approved,,0,0
56862,2024-02-09 11:41:00,14528,13233,30298,1357,IN,IN,Web,Checkout,VISA,57.52,0.3421,0.0311,31,0,0,0,Approved,,0,0
56863,2024-02-09 11:42:00,20595,5316,31785,91,ID,ID,Web,Adyen,VISA,234.61,0.2126,0.0334,6,0,0,2,Approved,,0,0
56864,2024-02-09 11:43:00,16039,6480,8565,730,IN,IN,Web,Stripe,UPI,66.57,0.7523,0.0405,61,0,0,1,Approved,,0,0
56865,2024-02-09 11:44:00,23406,11911,40572,284,PH,PH,App,Stripe,VISA,187.76,0.3529,0.134,18,0,1,0,Declined,05,0,0
56866,2024-02-09 11:45:00,23713,4650,30924,807,PH,PH,App,Stripe,MASTERCARD,80.2,0.2053,0.1949,47,0,0,0,Approved,,0,0
56867,2024-02-09 11:46:00,29112,17195,30318,603,TH,BR,Web,Adyen,VISA,138.08,0.0845,0.0834,68,0,0,1,Approved,,0,0
56868,2024-02-09 11:47:00,5049,5147,307,970,BR,DE,App,Adyen,VISA,28.7,0.2015,0.0054,28,0,0,0,Declined,59,0,0
56869,2024-02-09 11:48:00,24133,14515,42541,539,US,US,Web,Checkout,VISA,2.89,0.088,0.1464,7,0,1,0,Declined,51,0,0
56870,2024-02-09 11:49:00,13816,1800,16782,104,US,US,Web,Adyen,VISA,171.02,0.1168,0.0956,21,1,1,1,Approved,,0,1
56871,2024-02-09 11:50:00,2270,7082,11000,1250,MX,MX,App,Checkout,VISA,282.77,0.3395,0.0653,50,0,0,0,Approved,,0,1
56872,2024-02-09 11:51:00,19177,12738,18349,527,US,US,Web,Stripe,PayPal,70.54,0.1014,0.3165,52,0,0,1,Approved,,0,0
56873,2024-02-09 11:52:00,8237,1903,21300,571,BR,BR,Web,Checkout,MASTERCARD,126.69,0.3865,0.0754,85,0,0,0,Approved,,0,0
56874,2024-02-09 11:53:00,4495,9945,20743,1456,TH,TH,App,Stripe,PayPal,57.08,0.1097,0.9006,93,1,0,0,Approved,,0,0
56875,2024-02-09 11:54:00,14826,3127,38624,250,BR,BR,App,Stripe,PIX,158.73,0.0646,0.0523,10,0,0,0,Approved,,0,0
56876,2024-02-09 11:55:00,27336,5012,11267,1045,SG,SG,Web,Checkout,VISA,23.09,0.164,0.1255,11,0,0,1,Approved,,0,0
56877,2024-02-09 11:56:00,2670,14684,20452,520,IN,IN,App,Stripe,MASTERCARD,175.84,0.0616,0.1311,27,0,0,1,Approved,,0,0
56878,2024-02-09 11:57:00,24956,15608,32831,168,PH,PH,App,Checkout,VISA,103.78,0.2393,0.0124,34,0,1,0,Approved,,0,0
56879,2024-02-09 11:58:00,23823,14765,23818,43,PH,PH,App,Checkout,MASTERCARD,243.71,0.1073,0.1218,151,0,0,0,Approved,,0,0
56880,2024-02-09 11:59:00,28922,5637,16996,686,SG,SG,Web,Stripe,VISA,83.24,0.2791,0.045,65,0,0,0,Approved,,0,0
56881,2024-02-09 12:00:00,7793,12515,33231,281,PH,PH,App,Adyen,VISA,128.42,0.3277,0.0243,39,0,0,1,Approved,,0,0
56882,2024-02-09 12:01:00,13676,2718,17293,1272,IN,IN,Web,Checkout,UPI,98.78,0.1155,0.033,57,1,0,0,Approved,,0,0
56883,2024-02-09 12:02:00,24631,15791,42163,582,US,US,Web,Checkout,MASTERCARD,18.71,0.0726,0.153,37,0,0,1,Declined,59,0,0
56884,2024-02-09 12:03:00,14933,10776,33853,156,US,US,App,Adyen,MASTERCARD,83.81,0.0512,0.1535,58,0,0,0,Declined,51,0,0
56885,2024-02-09 12:04:00,15509,8332,24982,1352,ID,ID,App,Adyen,VISA,28.07,0.2092,0.1217,46,0,0,0,Approved,,0,0
56886,2024-02-09 12:05:00,13124,15009,20705,331,US,US,App,Stripe,MASTERCARD,3.07,0.0243,0.0408,56,0,0,1,Approved,,0,1
56887,2024-02-09 12:06:00,1167,17387,40736,725,BR,BR,Web,Stripe,MASTERCARD,84.67,0.204,0.156,125,0,1,0,Approved,,0,0
56888,2024-02-09 12:07:00,18850,5926,44687,1743,IN,IN,Web,Stripe,UPI,127.53,0.1053,0.0256,81,0,0,0,Approved,,0,0
56889,2024-02-09 12:08:00,29844,14520,21027,966,MX,MX,Web,Stripe,VISA,85.14,0.258,0.0973,22,0,0,1,Declined,62,0,1
56890,2024-02-09 12:09:00,27586,10130,21660,567,BR,BR,App,Adyen,MASTERCARD,214.58,0.2626,0.0208,82,0,1,1,Approved,,0,0
56891,2024-02-09 12:10:00,10818,12395,21913,39,US,US,App,Adyen,PayPal,235.54,0.3373,0.1395,84,0,0,0,Declined,59,0,1
56892,2024-02-09 12:11:00,6325,17075,21339,882,ID,ID,Web,Stripe,VISA,71.65,0.1193,0.0793,6,0,0,0,Approved,,0,0
56893,2024-02-09 12:12:00,17359,15874,4692,309,ID,ID,Web,Stripe,VISA,71.52,0.2996,0.0957,115,0,0,0,Declined,05,0,0
56894,2024-02-09 12:13:00,16907,4293,37973,308,US,US,App,Checkout,MASTERCARD,199.0,0.1417,0.0523,32,0,0,1,Approved,,0,0
56895,2024-02-09 12:14:00,2278,9523,37289,1814,PH,ID,App,Stripe,MASTERCARD,41.54,0.3912,0.1445,49,0,1,0,Declined,14,0,0
56896,2024-02-09 12:15:00,20477,12505,44045,848,PH,PH,Web,Checkout,MASTERCARD,177.49,0.0463,0.0436,62,0,1,0,Declined,14,0,0
56897,2024-02-09 12:16:00,25493,6451,37516,913,US,ID,Web,Stripe,VISA,10.46,0.0598,0.0729,149,0,1,0,Approved,,0,0
56898,2024-02-09 12:17:00,21009,2793,20416,1563,ID,ID,Web,Checkout,VISA,75.8,0.0287,0.0561,3,0,1,0,Approved,,0,0
56899,2024-02-09 12:18:00,28239,16245,4302,649,IN,IN,Web,Checkout,MASTERCARD,92.79,0.0223,0.0626,104,0,0,0,Approved,,0,1
56900,2024-02-09 12:19:00,28458,9888,38231,457,TH,TH,App,Stripe,PayPal,35.67,0.0343,0.1372,2,0,0,0,Approved,,0,0
56901,2024-02-09 12:20:00,18259,2586,28809,859,US,US,Web,Adyen,MASTERCARD,67.06,0.062,0.2103,102,0,0,1,Approved,,0,0
56902,2024-02-09 12:21:00,20283,6408,39536,1426,BR,BR,Web,Adyen,VISA,85.45,0.1852,0.1188,71,0,0,2,Declined,59,0,0
56903,2024-02-09 12:22:00,20169,11654,17260,119,SG,SG,Web,Checkout,MASTERCARD,104.06,0.2349,0.0344,43,0,0,0,Approved,,0,1
56904,2024-02-09 12:23:00,10080,14383,27511,30,DE,DE,Web,Stripe,MASTERCARD,86.95,0.068,0.154,269,1,0,0,Approved,,0,0
56905,2024-02-09 12:24:00,3129,3249,14804,195,IN,SG,App,Adyen,VISA,60.84,0.2328,0.0163,212,0,0,0,Approved,,0,0
56906,2024-02-09 12:25:00,23121,17493,3063,1908,US,US,App,Stripe,VISA,116.73,0.0575,0.1777,103,0,0,0,Approved,,0,0
56907,2024-02-09 12:26:00,1454,6611,26999,1328,IN,IN,Web,Checkout,UPI,140.03,0.0902,0.0138,59,0,0,0,Declined,201,0,1
56908,2024-02-09 12:27:00,26321,5927,6872,605,MX,MX,App,Stripe,MASTERCARD,82.71,0.1118,0.0318,13,0,0,0,Approved,,0,0
56909,2024-02-09 12:28:00,20280,10788,33271,601,TH,TH,App,Checkout,MASTERCARD,69.16,0.245,0.2763,2,0,0,0,Declined,51,0,1
56910,2024-02-09 12:29:00,26224,4372,6887,459,MX,MX,Web,Stripe,MASTERCARD,57.41,0.4078,0.2158,89,0,0,0,Approved,,0,0
56911,2024-02-09 12:30:00,25302,145,24349,1396,US,US,App,Stripe,VISA,33.63,0.1883,0.2757,43,0,0,1,Declined,91,0,0
56912,2024-02-09 12:31:00,16950,721,4455,1270,US,US,App,Stripe,VISA,110.17,0.1165,0.0762,30,0,0,0,Declined,51,0,0
56913,2024-02-09 12:32:00,6380,10527,25703,1884,US,US,Web,Stripe,VISA,170.98,0.1013,0.1026,154,0,0,0,Declined,91,0,0
56914,2024-02-09 12:33:00,25338,14538,17234,895,TH,TH,App,Stripe,VISA,32.59,0.1411,0.137,87,0,0,0,Approved,,0,0
56915,2024-02-09 12:34:00,27240,4071,36271,888,IN,IN,App,Checkout,UPI,175.26,0.1291,0.0386,20,0,0,0,Declined,14,0,0
56916,2024-02-09 12:35:00,23620,8502,11976,110,MX,MX,App,Stripe,MASTERCARD,56.44,0.0228,0.1174,117,0,0,0,Approved,,0,1
56917,2024-02-09 12:36:00,2493,5805,25185,933,DE,DE,App,Stripe,MASTERCARD,95.3,0.0564,0.1965,100,0,0,0,Approved,,0,1
56918,2024-02-09 12:37:00,23974,5794,34201,152,US,US,Web,Stripe,VISA,102.41,0.1016,0.0656,75,0,0,0,Approved,,0,1
56919,2024-02-09 12:38:00,3121,6934,29250,815,MX,MX,Web,Stripe,MASTERCARD,49.84,0.1102,0.145,22,0,0,1,Approved,,0,1
56920,2024-02-09 12:39:00,3949,5623,15391,251,BR,BR,Web,Stripe,PIX,269.34,0.01,0.0346,12,0,0,0,Declined,201,0,0
56921,2024-02-09 12:40:00,5850,6142,14243,285,ID,ID,App,Checkout,VISA,74.17,0.0811,0.3738,49,0,0,0,Approved,,0,0
56922,2024-02-09 12:41:00,16222,4432,5994,1514,BR,BR,Web,Stripe,MASTERCARD,61.75,0.0747,0.1379,31,0,0,1,Approved,,0,0
56923,2024-02-09 12:42:00,16938,13455,24191,755,US,US,App,Adyen,MASTERCARD,31.85,0.0261,0.0269,21,0,0,0,Approved,,0,0
56924,2024-02-09 12:43:00,8393,9018,30105,1998,PH,PH,App,Stripe,MASTERCARD,30.07,0.3357,0.0618,224,0,0,0,Approved,,0,0
56925,2024-02-09 12:44:00,8250,16772,13071,364,IN,IN,App,Adyen,UPI,92.09,0.0629,0.1448,112,0,0,1,Approved,,0,0
56926,2024-02-09 12:45:00,14351,3504,8581,1717,IN,IN,Web,Stripe,UPI,117.05,0.1417,0.3868,10,0,0,0,Approved,,0,0
56927,2024-02-09 12:46:00,4029,12830,44356,296,ID,ID,App,Checkout,MASTERCARD,125.12,0.3022,0.0673,94,0,0,1,Approved,,0,0
56928,2024-02-09 12:47:00,3605,7871,43216,19,DE,DE,Web,Checkout,VISA,69.03,0.7832,0.1114,17,0,0,2,Approved,,0,1
56929,2024-02-09 12:48:00,29083,7746,42011,74,IN,IN,Web,Checkout,VISA,44.17,0.0175,0.1045,133,0,0,1,Approved,,0,0
56930,2024-02-09 12:49:00,2797,17098,35990,52,BR,BR,Web,Stripe,PIX,223.87,0.0775,0.0133,5,0,0,1,Approved,,0,0
56931,2024-02-09 12:50:00,3764,10208,6851,929,TH,TH,App,Checkout,MASTERCARD,164.11,0.2037,0.2211,24,0,0,1,Approved,,0,1
56932,2024-02-09 12:51:00,3187,5632,6395,439,DE,DE,Web,Checkout,MASTERCARD,139.31,0.1277,0.4081,31,0,0,1,Approved,,0,0
56933,2024-02-09 12:52:00,221,13965,33980,868,IN,IN,Web,Stripe,MASTERCARD,89.83,0.0748,0.1407,75,0,0,0,Approved,,0,0
56934,2024-02-09 12:53:00,845,8187,32887,665,US,US,Web,Stripe,MASTERCARD,131.25,0.1415,0.1274,11,0,0,0,Approved,,0,0
56935,2024-02-09 12:54:00,24448,3454,30667,747,IN,IN,App,Checkout,VISA,84.4,0.1854,0.1616,11,0,0,1,Approved,,0,0
56936,2024-02-09 12:55:00,559,4909,17206,579,US,US,Web,Stripe,VISA,97.43,0.2321,0.0752,98,0,0,0,Approved,,0,0
56937,2024-02-09 12:56:00,16928,3541,12814,612,TH,TH,App,Stripe,VISA,70.24,0.1697,0.0555,22,0,1,0,Declined,91,0,0
56938,2024-02-09 12:57:00,20503,15258,2985,1767,IN,IN,App,Stripe,UPI,83.53,0.2609,0.2769,5,0,0,0,Approved,,0,0
56939,2024-02-09 12:58:00,3129,15472,42733,1330,DE,US,Web,Adyen,MASTERCARD,128.23,0.0434,0.05,212,0,0,0,Approved,,0,0
56940,2024-02-09 12:59:00,14842,15559,18881,1,US,US,Web,Checkout,VISA,328.09,0.082,0.2133,31,0,0,0,Approved,,0,0
56941,2024-02-09 13:00:00,26855,15074,17251,1670,DE,DE,App,Checkout,MASTERCARD,20.84,0.0581,0.1958,16,0,0,2,Approved,,0,0
56942,2024-02-09 13:01:00,10996,3924,19239,203,ID,ID,Web,Checkout,VISA,209.55,0.795,0.062,31,0,0,1,Declined,51,0,0
56943,2024-02-09 13:02:00,25247,2872,8975,826,DE,DE,App,Stripe,PayPal,60.46,0.0569,0.033,33,0,0,0,Declined,14,0,0
56944,2024-02-09 13:03:00,15546,10021,6613,639,SG,SG,App,Stripe,MASTERCARD,1.01,0.1152,0.0958,78,0,0,0,Approved,,0,0
56945,2024-02-09 13:04:00,26796,10846,14273,1469,US,US,Web,Stripe,VISA,57.8,0.0841,0.208,20,0,0,0,Approved,,0,0
56946,2024-02-09 13:05:00,1146,7562,18336,1341,PH,PH,Web,Stripe,VISA,213.22,0.2287,0.0521,148,0,1,1,Declined,59,0,0
56947,2024-02-09 13:06:00,10355,7883,32768,1318,IN,IN,Web,Checkout,MASTERCARD,74.31,0.2118,0.223,40,0,0,0,Declined,05,0,0
56948,2024-02-09 13:07:00,17168,3061,9498,1248,US,US,Web,Adyen,PayPal,50.58,0.0554,0.1907,250,0,0,0,Declined,05,0,1
